idProduccion;Clasificacion_Produccion;Tipo_Produccion;Validacion_Produccion;N_Registro_Produccion;Descripcion_Produccion;Nombre_Produccion;Informacion_Adicional_Produccion;Autores_Produccion;Col_Grupo_Codigo_GrupLAC
497;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;19 ;Libro resultado de investigación ;Análisis De Armónicos En Sistemas De Distribución ;Colombia,2004, ISBN: 958-701-365-4 vol: 1 págs: 84, Ed. Unibiblos ;ESTRELLA ESPERANZA PARRA LOPEZ, ;nro=00000000000422;
498;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;No;20 ;Libro resultado de investigación ;El Rayo ;Colombia,1994, ISBN: 9383-00-9 vol: 500 págs: 154, Ed. División de Publicaciones-ICONTEC ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
499;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;1 ;Otro capítulo de libro publicado ;Fuzzy Controllers, Theory and Applications ;Croacia, 2011, Fuzzy Maximum Power Point Tracking Techniques Applied to a Grid- Connected Photovoltaic System, ISBN: 978-953-307-543, Vol. , págs:179 - 194, Ed. INTECH OPEN ACCESS PUBLISHER ;OSCAR GERMAN DUARTE VELASCO, ;nro=00000000000422;
500;PRODUCCIÓN BIBLIOGRÁFICA;Capítulos de libro publicados;No;2 ;Otro capítulo de libro publicado ;La Energía Eléctrica ;Colombia, 1997, Energía. Sus Perspectivas, Su Conversión Y Utilizaciones En Colombia, ISBN: 958-17-0178-8, Vol. 1, págs:83 - 106, Ed. Empresa De Energia De Bogota Sa Esp ;HORACIO TORRES SANCHEZ, FERNANDO AUGUSTO HERRERA LEON, ;nro=00000000000422;
501;PRODUCCIÓN BIBLIOGRÁFICA;Documentos de trabajo;Si;1 ;Documento de trabajo (Working Paper) ;Methodology for voltage Sags analysis in distribution networks ;2011, Nro. Paginas: 159, Instituciones participantes: Universidad Nacional de Colombia Grupo de investigación PAAS-UN, URL: http://www.bdigital.unal.edu.co/4134/, DOI:http://www.bdigital.unal.edu.co/4134/ ;MIGUEL FERNANDO ROMERO LOZANO, ;nro=00000000000422;
502;PRODUCCIÓN BIBLIOGRÁFICA;Documentos de trabajo;Si;2 ;Documento de trabajo (Working Paper) ;caracterización y análisis de sags causados por diferentes tipos de fallas en la red de media y baja tensión de la universidad nacional ;2006, Nro. Paginas: 102, Instituciones participantes: Universidad Nacional de Colombia, URL: http://168.176.5.96/F/PEDFLY1U3UX485B12JYMJDGHV2JCT6BNBLDQGYY3FIV35NH29Y-43640?func=full-set-set&set|_number=069472&set|_entry=000001&format|=999, DOI:http://168.176.5.96/F/PEDFLY1U3UX485B12JYMJDGHV2JCT6BNBLDQGYY3FIV35NH29Y-43640?func=full-set-set&set|_number=069472&set|_entry=000001&format|=999 ;MIGUEL FERNANDO ROMERO LOZANO, ;nro=00000000000422;
503;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;1 ;Periódico de noticias ;Charla con el ingeniero que lleva 40 años 'cazando' rayos ;Colombia, Periodico El Tiempo ISSN: 1562-5362, 2013 vol:31 fasc: N/A págs: 1 - ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
504;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;2 ;Revista de divulgación ;La innovación y la investigación tecnológica en Colombia: una oportunidad inaplazable ;Colombia, Innovación Y Ciencia ISSN: 0121-5140, 2012 vol:19 fasc: 3 págs: 1 - ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
505;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;3 ;Revista de divulgación ;Ingeniería Eléctrica: una necesidad impostergable ;Colombia, Revista Cidet ISSN: 2145-2938, 2012 vol:7 fasc: N/A págs: 1 - ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
506;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;4 ;Revista de divulgación ;Las bondades de los rayos y la química ;Colombia, Innovación Y Ciencia ISSN: 0121-5140, 2012 vol:19 fasc: 1 págs: 1 - ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
507;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;5 ;Revista de divulgación ;Impactos de rayos en aeronaves ;Colombia, Revista Cidet ISSN: 2145-2938, 2011 vol:4 fasc: N/A págs: 65 - ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
508;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;6 ;Periódico de noticias ;Un rayo puede derribar una aeronave? ;Colombia, Unperiödico- Universidad Nacional De Colombia ISSN: 1657-0987, 2010 vol:00 fasc: N/A págs: 1 - ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
509;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;7 ;Revista de divulgación ;Cuatro décadas de rayos en el trópico ;Colombia, Innovación Y Ciencia ISSN: 0121-5140, 2010 vol:14 fasc: 3 págs: 1 - ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
510;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;8 ;Revista de divulgación ;Protección personal contra rayos ;Colombia, Revista Mundo Electrico Colombiano ISSN: 0120-8926, 2008 vol:22 fasc: 71 págs: 50 - 56 ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
511;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;9 ;Revista de divulgación ;Un breve análisis sobre las metodologías de evaluación de riesgo por rayos usadas a nivel mundial ;Colombia, Revista Mundo Electrico Colombiano ISSN: 0120-8926, 2008 vol:22 fasc: 71 págs: 44 - 48 ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
512;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;10 ;Revista de divulgación ;Peligro en el ambiente ;Colombia, Fucsia Especial ISSN: 1657-8422, 2007 vol:00 fasc: págs: 1 - ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
513;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;11 ;Revista de divulgación ;Impacto de los derivados de electricidad en los portafolios del mercado ;Colombia, Ii Congreso Internacional Sobre Uso Eficiente Y Racional De La Energía - Ciuree2006 ISSN: 1692-7052, 2006 vol:20 fasc: págs: 76 - 79 ;HORACIO TORRES SANCHEZ, FABIO ANDRES PAVAS MARTINEZ, GUILLERMO ANDRES CAJAMARCA MESA, DIEGO FELIPE URRUTIA RAMOS, ;nro=00000000000422;
514;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;12 ;Revista de divulgación ;Impacto de los derivados de electricidad en los portafolios del mercado ;Colombia, Ii Congreso Internacional Sobre Uso Eficiente Y Racional De La Energía - Ciuree2006 ISSN: 1692-7052, 2006 vol:20 fasc: págs: 76 - 79 ;GUILLERMO ANDRES CAJAMARCA MESA, HORACIO TORRES SANCHEZ, FABIO ANDRES PAVAS MARTINEZ, DIEGO FELIPE URRUTIA RAMOS, ;nro=00000000000422;
515;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;13 ;Revista de divulgación ;Impacto de los derivados de electricidad en los portafolios del mercado ;Colombia, Ii Congreso Internacional Sobre Uso Eficiente Y Racional De La Energía - Ciuree2006 ISSN: 1692-7052, 2006 vol:20 fasc: págs: 76 - 79 ;GUILLERMO ANDRES CAJAMARCA MESA, HORACIO TORRES SANCHEZ, MIGUEL FERNANDO ROMERO LOZANO, DIEGO FELIPE URRUTIA RAMOS, ;nro=00000000000422;
516;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;14 ;Revista de divulgación ;Implicaciones del SEC sobre el riesgo de las empresas del sector eléctrico colombiano ;Colombia, Boletín Del Observatorio Colombiano De Energía ISSN: 1657-480X, 2006 vol:21 fasc: págs: 5 - 10 ;GUILLERMO ANDRES CAJAMARCA MESA, ;nro=00000000000422;
517;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;15 ;Revista de divulgación ;Impacto de los derivados de electricidad en los portafolios del mercado ;Colombia, Ii Congreso Internacional Sobre Uso Eficiente Y Racional De La Energía - Ciuree2006 ISSN: 1692-7052, 2006 vol:20 fasc: págs: 76 - 79 ;GUILLERMO ANDRES CAJAMARCA MESA, DIEGO FELIPE URRUTIA RAMOS, FABIO ANDRES PAVAS MARTINEZ, HORACIO TORRES SANCHEZ, ;nro=00000000000422;
518;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;16 ;Revista de divulgación ;Impacto de los derivados de electricidad en los portafolios del mercado ;Colombia, Ii Congreso Internacional Sobre Uso Eficiente Y Racional De La Energía - Ciuree2006 ISSN: 1692-7052, 2006 vol:20 fasc: págs: 76 - 79 ;GUILLERMO ANDRES CAJAMARCA MESA, HORACIO TORRES SANCHEZ, FABIO ANDRES PAVAS MARTINEZ, DIEGO FELIPE URRUTIA RAMOS, ;nro=00000000000422;
519;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;17 ;Revista de divulgación ;Lightning Risk Assessment using Fuzzy Logic ;Inglaterra, Journal Of Electrostatics ISSN: 0304-3886, 2004 vol:60 fasc: págs: 233 - 239 ;HORACIO TORRES SANCHEZ, CAMILO YOUNES VELOSA, ERNESTO PEREZ GONZALEZ, JAVIER GUSTAVO HERRERA MURCIA, FABIO MAURICIO VARGAS LEZAMA, JOHNY HERNAN MONTANA CHAPARRO, LUIS EDUARDO GALLEGO VEGA, OSCAR GERMAN DUARTE VELASCO, ;nro=00000000000422;
520;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;18 ;Periódico de noticias ;El misterio de los rayos ;Colombia, La Revista El Espectador ISSN: 0, 2002 vol: fasc: págs: 22 - 24 ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
521;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;19 ;Periódico de noticias ;Otra marca colombiana ;Colombia, Lecturas Dominicales El Tiempo ISSN: 0, 2002 vol: fasc: págs: 2 - 2 ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
522;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;20 ;Periódico de noticias ;Dias tormentosos ;Colombia, Unperiödico- Universidad Nacional De Colombia ISSN: 1657-0987, 2002 vol:40 fasc: págs: 18 - 19 ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
523;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;21 ;Periódico de noticias ;El misterio de los rayos ;Colombia, La Revista El Espectador ISSN: 0, 2002 vol: fasc: págs: 22 - 24 ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
524;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;Si;22 ;Periódico de noticias ;Dias tormentosos ;Colombia, Unperiödico- Universidad Nacional De Colombia ISSN: 1657-0987, 2002 vol:40 fasc: págs: 18 - 19 ;HORACIO TORRES SANCHEZ, LUZDARY AYALA, ;nro=00000000000422;
525;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;23 ;Periódico de noticias ;Otra marca colombiana ;Colombia, Lecturas Dominicales El Tiempo ISSN: 0, 2002 vol: fasc: págs: 2 - 2 ;HORACIO TORRES SANCHEZ, LISBETH FOG, ;nro=00000000000422;
526;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;24 ;Periódico de noticias ;No solo tragedias producen los rayos ;Colombia, Portafolio ISSN: 0, 2002 vol: fasc: págs: 40 - 40 ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
527;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;25 ;Periódico de noticias ;No solo tragedias producen los rayos ;Colombia, Portafolio ISSN: 0, 2002 vol: fasc: págs: 40 - 40 ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
528;PRODUCCIÓN BIBLIOGRÁFICA;Otros artículos publicados;No;26 ;Periódico de noticias ;Gente de Ciencia ;Colombia, Revista Cambio ISSN: 0, 1999 vol: fasc: págs: 58 - 61 ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
529;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;No;1 ;Otro libro publicado ;Correlación de Parámetros del Rayo con Características Geográficas y Meteorológicas ;Colombia,2010, ISBN: 978-958-8280-34 vol: 0 págs: 143, Ed. Faculatad De Ingenieria Universidad Nacional De Colombia ;OSCAR GERMAN DUARTE VELASCO, ;nro=00000000000422;
530;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;No;2 ;Otro libro publicado ;Análisis de Sistemas Dinámicos ;Colombia,2003, ISBN: vol: págs: 1, Ed. ;OSCAR GERMAN DUARTE VELASCO, ;nro=00000000000422;
531;PRODUCCIÓN BIBLIOGRÁFICA;Otros Libros publicados;No;3 ;Otro libro publicado ;La Calidad de la Energía Eléctrica ;Colombia,2001, ISBN: 958-33-294 vol: 1000 págs: 320, Ed. Aciem ;HORACIO TORRES SANCHEZ, ;nro=00000000000422;
532;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;1 ;Publicado en revista especializada ;CO-CREACIÓN E INNOVACIÓN SOCIAL EN VIVELAB BOGOTÁ, CASO COMUNIDAD INDÍGENA KICHWA: APLICACIÓN MÓVIL COMO HERRAMIENTA PARA EL FOMENTO DE LA PRESERVACIÓN Y EL USO DE LA LENGUA RUNASHIMI ;Colombia, International Journal Of Knowledge Engineering And Management ISSN: 2316-6517, 2017 vol:6 fasc: 15 págs: 103 - 119, DOI: ;ADRIANA CATALINA GARCIA ACEVEDO, SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
533;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;2 ;Publicado en revista especializada ;EX ANTE IMPACT ASSESSMENT OF CONDITIONAL CASH TRANSFER PROGRAMS USING AN AGENT-BASED MODEL ;Colombia, International Journal Of Humanities And Social Sciences ISSN: 2319-3948, 2017 vol:6 fasc: 3 págs: 91 - 100, DOI: ;HERNANDO DIAZ MORALES, SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
534;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;3 ;Publicado en revista especializada ;Por sus frutos (no) los conocerán: construcción colectiva de conocimiento en la escritura colaborativa ;Colombia, Nómadas ISSN: 0121-7550, 2012 vol:36 fasc: N/A págs: 243 - 252, DOI: ;CONSTANZA BEATRIZ PEREZ MARTELO, ALIEX TRUJILLO GARCIA, JORGE ENRIQUE MEJIA QUIROGA, FERNANDO GUERRA, RUTH AMELIA MUNOZ, ;nro=00000000001093;
535;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;4 ;Publicado en revista especializada ;Por sus frutos (no) los conocerán: Construcción colectiva de conocimiento en la escritura colaborativa ;Colombia, Nómadas ISSN: 0121-7550, 2012 vol:N/A fasc: 36 págs: 243 - 252, DOI: ;CONSTANZA BEATRIZ PEREZ MARTELO, ALIEX TRUJILLO GARCIA, JORGE ENRIQUE MEJIA QUIROGA, DANY FERNANDO GUERRA AVELLANEDA, RUTH AMELIA MUNOZ SANABRIA, ;nro=00000000001093;
536;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;5 ;Publicado en revista especializada ;Dinámica de los grupos de investigación. El caso de la Facultad de Ingeniería de la Universidad Nacional de Colombia ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2011 vol:31 fasc: 1 págs: 56 - 62, DOI:10.15446/ing.investig ;SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
537;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;6 ;Publicado en revista especializada ;Redes sociotécnicas de cogestión de conocimiento en nanotecnología en Colombia: ¿entre la visibilidad internacional y la apropiación local? ;Argentina, Redes ISSN: 0328-3186, 2009 vol:15 fasc: 29 págs: 113 - 137, DOI: ;CONSTANZA BEATRIZ PEREZ MARTELO, DOMINIQUE VINCK, ;nro=00000000001093;
538;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;7 ;Publicado en revista especializada ;La emergencia en el currículo social. La práctica de ingeniería ;Colombia, Nómadas ISSN: 0121-7550, 2008 vol:29 fasc: N/A págs: 227 - 238, DOI: ;ALIEX TRUJILLO GARCIA, ;nro=00000000001093;
539;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;8 ;Publicado en revista especializada ;El laberinto en internet ;Colombia, Revista Mundo ISSN: 1657-8546, 2008 vol:31 fasc: n/A págs: 52 - 53, DOI: ;ALIEX TRUJILLO GARCIA, ;nro=00000000001093;
540;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;9 ;Publicado en revista especializada ;Implemetación de sistemas de inteligencia tecnológica desde la perspectiva de la complejidad ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2008 vol:28 fasc: 2 págs: 108 - 118, DOI: ;OSCAR CASTELLANOS, SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
541;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;10 ;Publicado en revista especializada ;Apatía, subjetivación y cuaderno escolar ;Colombia, Nodos Y Nudos ISSN: 0122-4328, 2007 vol:23 fasc: N/A págs: 81 - 93, DOI: ;ALIEX TRUJILLO GARCIA, ;nro=00000000001093;
542;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;11 ;Publicado en revista especializada ;El perfil del Ingeniero Electrónico: Competencias como una red de relaciones de actores oferta- demanda educativa ;Colombia, Revista Educación En Ingeniería ISSN: 1900-8260, 2006 vol:1 fasc: 2 págs: 19 - 25, DOI:http://www.educacioneningenieria.org/index.php/edi/article/view/34 ;ANTONIO GARCIA ROZO, JAVIER JIMENEZ, CONSTANZA BEATRIZ PEREZ MARTELO, ;nro=00000000001093;
543;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;12 ;Publicado en revista especializada ;Evaluación docente mediante BSC y DEA ;Colombia, Revista Educación En Ingeniería ISSN: 1900-8260, 2006 vol:2 fasc: 1 págs: 70 - 86, DOI: ;JORGE ENRIQUE MEJIA QUIROGA, DELIMIRO ALBERTO VISBAL CADAVID, PABLO HERNAN SANCHEZ TORRES, ;nro=00000000001093;
544;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;13 ;Publicado en revista especializada ;Algoritmos Geneticos, que son y como funcionan ;Colombia, Revista Clepsidra ISSN: 1900-1355, 2006 vol:3 fasc: N/A págs: 45 - 50, DOI: ;LUIS CARLOS TORRES SOLER, NESTOR MANUEL GARZON TORRES, ;nro=00000000001093;
545;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;14 ;Publicado en revista especializada ;Nuevas Políticas y Estrategias de Articulación del Sistema de Ciencia, Tecnología e Innovación Colombiano ;Colombia, Innovar: Revista De Ciencias Administrativas Y Sociales ISSN: 0121-5051, 2006 vol:16 fasc: 28 págs: 157 - 172, DOI: ;SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
546;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;15 ;Corto (Resumen) ;Violencia en las Aulas ;Colombia, Revista Ecm Escuela Colombiana De Medicina Órgano Oficial De La Facultad De Medicina Universidad El Bosque ISSN: 0121-0076, 2006 vol:11 fasc: 2 págs: 49 - 51, DOI: ;SONIA ESPERANZA MONROY VARELA, ALVARO FRANCO ZULUAGA, ;nro=00000000001093;
547;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;16 ;Publicado en revista especializada ;Del Fraude, el Método Inductivo y los Artículos Científicos. Una Réplica a Peter Medawar ;Colombia, Revista Colombiana De Filosofia De La Ciencia ISSN: 0124-4620, 2006 vol:V fasc: 10 y 11 págs: 41 - 47, DOI: ;SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
548;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;17 ;Publicado en revista especializada ;Movimientos correctos a la velocidad correcta sobre el ciclo correcto ;Colombia, Revista De Ingeniería ISSN: 0121-4993, 2006 vol:1 fasc: 1 págs: 101 - 108, DOI: ;JORGE ENRIQUE MEJIA QUIROGA, ALBERTO GARCIA, HUMBERTO SERNA, ;nro=00000000001093;
549;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;18 ;Publicado en revista especializada ;Nuevas Políticas y Estrategias de Articulación del Sistema de Ciencia, Tecnología e Innovación Colombiano ;Colombia, Innovar: Revista De Ciencias Administrativas Y Sociales ISSN: 0121-5051, 2006 vol:16 fasc: 28 págs: 157 - 172, DOI: ;SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
550;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;19 ;Publicado en revista especializada ;La Organización Sistémica de la Ciencia, la Tecnología y la Innovación en Colombia ;Colombia, Revista De Tecnología ISSN: 1692-1399, 2005 vol:4 fasc: 2 págs: 19 - 26, DOI: ;SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
551;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;20 ;Corto (Resumen) ;Enfoque y Conceptos de una Administración Renovada. El Aporte de Aktouf ;Colombia, Innovar: Revista De Ciencias Administrativas Y Sociales ISSN: 0121-5051, 2005 vol:26 fasc: 1 págs: 134 - 137, DOI: ;SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
552;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;21 ;Corto (Resumen) ;El Comercio Justo: ¿ Utopía o Ingenuidad ? ;Colombia, Innovar: Revista De Ciencias Administrativas Y Sociales ISSN: 0121-5051, 2005 vol:25 fasc: 1 págs: 148 - 150, DOI: ;SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
553;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;22 ;Publicado en revista especializada ;Diagnóstico de la competitividad de Cartagena: la situación de la ciudad a principios del siglo XXI ;Colombia, Serie De Estudios Sobre La Competitividad De Cartagena De Indias ISSN: 1909-0587, 2005 vol:2 fasc: N/A págs: 1 - 111, DOI: ;NADIA KRUSCALLA ALBIS SALAS, AARON ESPINOSA ESPINOSA, LUIS FERNANDO LOPEZ PINEDA, PAOLA ANDREA QUINTERO PUENTES, CAMILA CRISTINA BERNAL MATTOS, ;nro=00000000001093;
554;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;23 ;Publicado en revista especializada ;Las vicisitudes del mercado laboral en Sucre, 1996-2003 ;No Aplica, Aguaita ISSN: 0124-0722, 2005 vol:12 fasc: págs: 58 - 90, DOI: ;AARON ESPINOSA ESPINOSA, NADIA KRUSCALLA ALBIS SALAS, ;nro=00000000001093;
555;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;24 ;Publicado en revista especializada ;Pobreza, calidad de vida y distribución del ingreso en el Caribe colombiano al comenzar el siglo XXI ;No Aplica, Aguaita ISSN: 0124-0722, 2004 vol:11 fasc: págs: 58 - 85, DOI: ;AARON ESPINOSA ESPINOSA, NADIA KRUSCALLA ALBIS SALAS, ;nro=00000000001093;
556;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;25 ;Publicado en revista especializada ;Las Organizaciones Complejas ;Colombia, Ingeniería E Investigación ISSN: 0120-5609, 2002 vol:50 fasc: NA págs: 90 - 103, DOI: ;JULIO MARIO RODRIGUEZ DEVIS, ;nro=00000000001093;
557;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;Si;26 ;Publicado en revista especializada ;La complejidad de la Gestión de Tecnología. ;Colombia, Primer Acto ISSN: 0032-8367, 2002 vol:34 fasc: págs: 91 - 103, DOI: ;JULIO MARIO RODRIGUEZ DEVIS, ;nro=00000000001093;
558;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;27 ;Publicado en revista especializada ;La innovación tecnológica. Una mirada desde la complejidad. ;Colombia, Cuadernos de Seminario Grupo Complexus ISSN: 0, 2002 vol: fasc: págs: - , DOI: ;JULIO MARIO RODRIGUEZ DEVIS, ;nro=00000000001093;
559;PRODUCCIÓN BIBLIOGRÁFICA;Artículos publicados;No;28 ;Publicado en revista especializada ;Desarrollo de Cluster de Frutas y Verduras ;Costa Rica, Asociación Latinoamericana de Gestión Tecnológica 2001 ISSN: 0, 2001 vol: fasc: págs: - , DOI: ;OMAR EDUARDO SIABATTO PEREZ, ;nro=00000000001093;
560;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;1 ;Libro resultado de investigación ;Inteligencia Artificial. Una Aproximación ;Colombia,2012, ISBN: 9783848460694 vol: 1 págs: 244, Ed. Editorial Academica Española ;LUIS CARLOS TORRES SOLER, NESTOR MANUEL GARZON TORRES, ;nro=00000000001093;
561;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;2 ;Libro resultado de investigación ;Creatividad, Estímulos Para Su Desarrollo ;Colombia,2012, ISBN: 9789587620436 vol: 1 págs: 216, Ed. Ediciones de la U ;LUIS CARLOS TORRES SOLER, ;nro=00000000001093;
562;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;3 ;Libro resultado de investigación ;Creatividad En El Aula ;Colombia,2011, ISBN: 9789587199031 vol: 1 págs: 152, Ed. Editorial Universidad Nacional De Colombia ;LUIS CARLOS TORRES SOLER, ;nro=00000000001093;
563;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;4 ;Libro resultado de investigación ;Evolución Del Premio Innova ;Colombia,2011, ISBN: 978-958-761-097-0 vol: págs: , Ed. Facultad De Ingenieria Universidad Nacional ;SONIA ESPERANZA MONROY VARELA, ;nro=00000000001093;
564;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;5 ;Libro resultado de investigación ;Redes Y Emergencias ;Colombia,2008, ISBN: 978-958-719-045-8 vol: 500 págs: 191, Ed. Editorial Unibiblos ;ALVARO ARIAS ARENAS, ;nro=00000000001093;
565;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;6 ;Libro resultado de investigación ;Algoritmos Geneticos ;Colombia,2008, ISBN: 978-958-696-372-5 vol: 1 págs: 100, Ed. Fundacion Cultural Javeriana De Artes Graficas ;LUIS CARLOS TORRES SOLER, NESTOR MANUEL GARZON TORRES, ;nro=00000000001093;
566;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;7 ;Libro resultado de investigación ;Complexus: Día De La Complejidad ;Colombia,2007, ISBN: 978-958-701-886-8 vol: 1 págs: 100, Ed. Unibiblos Universidad Nacional De Colombia ;ALVARO ARIAS ARENAS, ;nro=00000000001093;
567;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;8 ;Libro resultado de investigación ;Complejidad. Aspectos Varios ;Colombia,2007, ISBN: 978-958-701-781-6 vol: 1 págs: 95, Ed. Unidad De Publicaciones Facultad De Ingenieria Universidad Nacional De Colombia ;LUIS CARLOS TORRES SOLER, ;nro=00000000001093;
568;PRODUCCIÓN BIBLIOGRÁFICA;Libros publicados;Si;9 ;Libro resultado de investigación ;Tipologias De Las Organizaciones Innovativas En El Sector Manufacturero. Un Enfoque Complejo. Estudio De La Cadena Del Plástico. ;Colombia,2006, ISBN: 9583379697 vol: 1 págs: 278, Ed. Siglo Xxi Impresores Ltda ;LUIS CARLOS TORRES SOLER, JULIO MARIO RODRIGUEZ DEVIS, ALVARO ARIAS ARENAS, CARLOS ALBERTO CUBILLOS LEAL, ;nro=00000000001093;
